
1BzcQK-HDA6LVOThHMpsw,4.000000,4.2000,
1ERbsOf9XOC9wGbZYFr7g,3.000000,3.2761,
1HFRXSGTZwFe3LTO2LfbA,4.500000,5.0000,
1JzlIdItrARuq2JW63rKA,3.500000,3.7167,
1Lu6lHl7S4_6tAOB8f9ig,4.500000,4.7143,
1lvWTeV_RI1weq8FTnPRw,4.500000,4.3833,
1N0Z3uM8xbxKS8XiAnaog,2.500000,2.3333,
1NcH1ArxlnMncpLzu7kFQ,4.000000,3.7857,
1oj6-fkP-iO6OyW8QBqPg,3.500000,3.2857,
1qDklczWpxON-3_Nj9NgA,3.000000,3.2857,
1t3U6osBvqFLHseoCxiIA,3.000000,2.2500,
1tCOkYTYQsGMMK_wcAXEg,4.500000,4.6667,
1tQu_yKCOgOj-WtXmMYIA,4.500000,4.3023,
1uA36nuZfBxQwmejyLcdg,5.000000,5.0000,
23t2qOQWj8Kqp-Ijm1BQA,3.000000,3.0000,
24unjUhdfbFW43xD8l-aA,4.500000,4.6250,
25FveJPYkjFxVJhu75F3w,4.500000,4.3061,
27u-98Ugczq_xsNPdcvEg,2.500000,3.3636,
2Am6cK-vYGLmN29Pu-spQ,4.000000,4.0000,
2gyHPSL8pJjkSe5Ozzw6Q,4.000000,3.9063,
2k6VTGx1M93hscEdhx37A,4.500000,4.3846,
2n-OHbbwIv3SY8RP9bgTQ,4.000000,3.9516,
2NCvK5807Nxs9GUb2Eo1g,3.500000,3.8095,
2pv5J-_HN1Tu8adfRxFlg,2.500000,2.6667,
2qwFaJDeZOfsqrv7qEFlw,5.000000,4.3750,
2_O3_WKgO5In5XO5extNQ,4.500000,4.9000,
347ffrUUMrn26J2VGf5bA,3.000000,2.2143,
34jE_5dujSWMIOBudQsiQ,5.000000,3.2000,
36CwMJZJigqPMYrx9BJzw,2.500000,2.8031,
3EN4r2XKUEwZw7W1JTH0g,3.500000,3.0000,
3frEL8Vo8kyq4kfgTn0GA,2.500000,2.3158,
3gIgAHG8f-DUf8om0Mxkw,4.500000,4.4000,
3GT67Nuddlp4E_Udb3GKw,3.500000,3.3333,
3hB9COlwRVhTf1PLD7sUw,4.000000,4.1250,
3IqU9DDQEd0vTWd_XpZAw,4.000000,3.3333,
3jSU7oWrDqRgV68TWtlOg,2.000000,2.0000,
3JXOT-i2gDbASLgDeOSwQ,5.000000,4.3333,
3q-QwRwc8URQa5bmt96Cw,5.000000,5.0000,
3Qu8aYgOleRw-OThNPovA,4.000000,4.2500,
3qWPkQAxsggQJYqgi5myA,3.500000,3.2500,
3sztqW_An5xm287fMrXyQ,4.500000,4.4286,
3WVw1TNQbPBzaKCaQQ1AQ,4.000000,3.8630,
3xbryp44xhpN4BohxXDdQ,4.000000,3.8614,
3yID57d0cMpYZZr13CTHw,3.000000,2.8750,
40oRH_UsRl5f1mjt7aSTg,4.000000,4.0000,
4A5xmN21zi_TXnUESauUQ,4.500000,4.3457,
4bNlx03GsXzgkHZwTrMaw,3.000000,2.8831,
4BtfPW3_v092G8pqHrv4w,3.500000,3.2000,
4hL8CpEWldFi0NjkMCOPg,3.000000,3.1667,
4kZWIPq6f5HHQP6GTZccQ,3.500000,3.6500,
4LK9QCvjsd3ykZ0vSNyng,4.000000,4.4000,
4lR0VXBGJk6DMYHqNf9dQ,4.500000,4.6842,
4lREdSYSoRGs9sQcfJTRA,2.500000,2.2800,
4mNZfAXMd2mxEsD2YRcaQ,3.000000,3.0000,
4MwA8KKu1tDYfKlVmQTXw,1.500000,3.5714,
4PHmmCt_RmAfaE3sDKW_g,3.000000,3.3636,
4QayefhaPXm6wPp-Zpb0A,3.500000,3.1429,
4rutsx69fXpwFVhOpcpRw,4.500000,4.3333,
4THvPKs5M3P2036bJ50GA,3.000000,3.0769,
4vjcfGpSB2deqkySrKEsg,4.000000,3.6000,
4wMopMwxh1p0N7pFFn3Tw,4.500000,4.0000,
4XBX2pNLrGmRK-7YoXtsg,3.500000,3.4697,
4y4TmS1BA-snz5wFnadiA,3.000000,2.5000,
4zMr3jk0ykmsk5sxsQMlA,4.000000,3.6000,
50sQyEuqRFKYTc1QHOZoQ,4.000000,3.1667,
52nir13iFnSMdBew674HA,3.000000,2.8889,
52_lPjA_YEInoyepTroWQ,2.500000,2.7143,
584fn2GxYe9sLsgN2WeQA,4.000000,4.1328,
587aHcWTqF_OgPxEqHl5A,2.000000,2.0000,
5As9GrKDboz5N5eA2HRuA,2.500000,1.7143,
5biAn5qQYk3X5NYlA98pw,3.000000,3.0000,
5bLhMLNGbIVyoPOVl0yLg,4.000000,2.6364,
5EGAXhquIt1TMvijalvUg,3.000000,3.2500,
5EWgRkudDlcCbQSIL_twA,2.000000,2.0000,
5IgAihccTd8_iENVgpd9A,3.000000,3.5556,
5K-Ci-g7q78qht2yfrmPQ,2.500000,3.0000,
5onND_FF5dHZd_XQx2o2w,5.000000,5.0000,
5rFC4EVrT-v8g1PSEf6Xg,4.000000,3.9277,
5RN56jH78MV2oquLV_G8g,4.500000,4.3783,
5U-BYTx-RqcM8GZnYKYxg,3.500000,3.8333,
5XAZC1hC6G0NDkmPyhmUg,3.500000,3.2000,
5xC7s9Ujg5F-3xFXtM_kg,3.000000,2.7778,
5ZUwX9OPKwtRnPcCw6EpA,4.000000,4.5000,
6-X4z2PBzWssXd0S1FXQA,2.000000,1.3750,
63VfA2tnYyzwRt81B1AKw,4.000000,3.9474,
65rmLRQ5JDwI-l8UDEV7Q,4.000000,4.0000,
68mO1Tk9kVdHsprHFnhnQ,4.000000,3.6667,
69VO_08zAfkRGCmsN2WDA,4.000000,4.0000,
6c7Tfec-X0aDmzjKO6R-Q,3.000000,4.2000,
6FSrGKQwOviQfF0yKTrvA,3.500000,4.2000,
6Ft3hulif7O2sIdKiG0Og,4.000000,3.8750,
6j-KVPPX2xKjCruNO2HnQ,3.000000,3.3333,
6JY1T0w4XETux5kGOj84g,3.000000,3.0488,
6m6SqygK0Ak-PSN5pRqjA,2.500000,2.5000,
6n29ZcBHteJ9eEexoRQ7g,4.000000,3.9806,
6NW_kqoPel7SxGHLAv5Hg,4.500000,4.0000,
6O53B-ksqSKzWM6Y9moEQ,3.500000,3.6842,
6ozQS5Mc6xDyGFNLNh7ZA,4.000000,3.7692,
6Roo-EHgSdUa4rP3tWyRw,3.000000,3.1171,
6YC6VLmn9jK9_IX_O2ybA,5.000000,5.0000,
6yIYUuwYcZnClI_8_ojVg,3.000000,3.0909,
6yJHzBVChf6MfMMVYeOiQ,2.500000,2.8148,
6zpSz1zNmBfX-nnlgrbZQ,1.500000,1.8000,
7-WRnTF_px8p1Bg9lKtNg,4.000000,3.7143,
73hx2hut_2KPcGpCTO5YA,3.000000,3.3448,
741QDj3PPLD4Jii2yMU-w,3.500000,3.5361,
7AHN3pbNd9XQCKg1zsxew,3.000000,3.0000,
7dDM9Fad1f80py3GfrLYA,4.500000,4.6667,
7DxAxnXkAlTXUrtByoXAg,5.000000,4.5000,
7Gvh1JVEZnEZ1DkEAj6Cw,4.000000,4.1452,
7HtO7eQcckLRqvNW0uUpQ,4.000000,4.0000,
7kSfrNsb-RUUD0No9eLmw,4.500000,4.5385,
7OafamLNvCEnWXvfD_ldw,4.500000,4.0000,
7Pwuxq7C04iKBiE6haISQ,4.500000,4.4000,
7PWVPeSkUulZV0KrGysUQ,3.500000,2.7500,
7smFzvh2E2fOOYs-0Dl8w,4.500000,3.9722,
7T2T-kyoKcel3-69vLpbQ,4.500000,4.2105,
7uuy5gXxbyP-wjAJXbHjQ,2.000000,2.0000,
7XuLxfYwZ9x72mEKXdv0A,4.500000,4.5000,
7yF42k0CcJhtPw51oaOqQ,4.000000,3.8810,
82c7zhoPBc1F8XQjhzaTw,4.000000,4.0759,
82nEX0RZoD16Bk-VdYDXw,4.500000,3.8235,
86ffSXtKifg7T14bMKLOQ,5.000000,5.0000,
87qtIfyeyYR_YU3mPl1pA,3.500000,3.2258,
8aZ0v511M1zpoZAC3N3VA,4.000000,4.1333,
8eNjIDLCVNOgl0M5NFl6A,4.500000,4.7500,
8IvK1VBMRqYY6CQzD6arg,3.500000,3.2105,
8K8-vbPt3Nv9eaBkFTrSQ,1.000000,1.0000,
8lSwEt_aopSj6g_SwNJHQ,4.000000,4.5625,
8NkeBMgbGX97In5NEZtqA,4.000000,3.8750,
8OSbdGPXUDkg8NI6N0lZA,4.000000,5.0000,
8PVP-Pnv232xPOUgPrxmg,3.000000,2.4118,
8s2NtyZRbdaHWB95gc_7Q,4.000000,3.8571,
8tc1wOOD5vkEERIi5tbRw,3.000000,3.0000,
8TM1j3owfndkJixEokfpA,3.000000,3.6667,
8vrk9UzM2oIey95PZOHuA,1.500000,1.4615,
8wQB4T-cukbHZGO6etPMA,4.000000,3.8333,
8wyZkzfBmCFkMwCGcR4PQ,3.500000,3.7000,
8x21h1bkRD9uwEw1ec1xw,3.500000,3.4884,
8Y3bN1YmWZa73FJSjumlg,4.500000,4.6667,
8YUIv3tK0Ui1G8KA5c9zA,3.500000,4.0000,
92fePI5W6MwOaxMxphFjA,4.000000,4.1000,
9BeUZZ1Jph1pD5qpax21g,3.000000,3.2500,
9E9RphlavSPtYl4JECSkg,4.500000,4.5000,
9iYGbkqom5fpj4iiLjsrA,3.500000,3.6364,
9KmkVrh7p4jyPMfICzh5w,4.500000,4.6000,
9meXYVIw8yFg_yMG5RvCw,3.000000,3.0000,
9pVS__IliMA2aNEYzrQrg,3.000000,3.0299,
9uRQETjMD7nyQpmsZfzwQ,2.000000,2.1765,
9Zy-3vhvOtsY5u2taOfQQ,3.500000,3.4000,
A-Dy_u25DTds1bdERFu5w,5.000000,4.9730,
a22bjfNCVL0gvKpd6RakA,4.000000,3.9722,
A3i-qtJxTkvTQkXy6h-6A,4.500000,4.5000,
A5CFmkgdMEggaihtyxX4Q,3.500000,3.1000,
A82xEVAjOYZtDdRQw1FQw,4.500000,4.1250,
A8bNVUYJIp3WN-RcuD3fg,2.000000,2.2500,
AAig9FG0s8gYE4f8GfowQ,4.000000,4.1772,
aBTFWuluGAJId7C4KNqeQ,2.500000,2.5333,
AbU9Uw3Da3VsQJW2pPsDg,2.000000,3.0000,
ABVkwR8mRcWFufc_6UbPA,4.500000,4.5000,
AcBphGFzYILy1XhnAwQTw,5.000000,5.0000,
aDuOZelvBHWKh-NrXooow,3.500000,3.8636,
AEvCwVegPstHNAkhds-UA,4.500000,4.5000,
agh_pVxtZTaODE-3NAotg,4.500000,4.6154,
AHKE0bfdkCclKUGLV6JIw,5.000000,4.1111,
aHS0vlw3HpjMga7cfzR9A,3.500000,3.1667,
aj2RXujkYWEl8M5QMRcIg,3.500000,3.5455,
AjqYb-cws0GtZsHTsGQ7w,4.000000,4.1111,
aKtF9AKqXidntZFUQ0Rig,2.000000,1.6000,
akvA3jvY1wSRUL1Sf7hOQ,3.000000,3.5556,
Am2JVkb7nwvBAUwSugG0A,3.500000,3.5833,
ao1RsaDsxmxYmwz2erMkQ,3.500000,4.0000,
Ao74-STpS6R5ejNV9IKVA,2.000000,2.1667,
aoiVtv9Uq2FYj-YFhe6qQ,5.000000,4.3333,
appMO8r0lE0clUwl5b_HA,4.000000,3.7200,
Aq-lZ8srIOoqiF0Eb7qjw,4.500000,4.3846,
aQiJlBuJsUcBCVgdW3u6A,3.000000,2.9286,
ARv53AtrKOeznNqs72Eng,3.500000,3.2903,
AsxskaJmeiiZ57TXsFRgQ,5.000000,5.0000,
AuffQ8MxLJhFUBuSBNp_g,4.500000,4.5556,
aw-kIddWXgr5zRwDZIgaQ,4.000000,4.3636,
AW_tud7yzJyyK9jDFQN0g,3.500000,2.9091,
AydDtbScKj7TCrJ6gDKwg,3.500000,3.2500,
A_uV8mQ4pmewj7N7t5OPA,3.500000,3.1765,
B3bkPTP8jyAs266Dk7VvA,4.000000,4.3654,
B55j4VAqKcxCQz2T1obJA,2.500000,3.2500,
b9ZUSmcsGxutDSW1DIbdA,3.500000,3.3308,
bah3E0_FhBxqS91CzTR1g,4.500000,4.0000,
Bb1Xwd677TBSIPjw4x7oA,2.500000,2.2885,
bd26a1QEEpqUZjBmtBUiQ,4.000000,4.1828,
bgbw5LcKJ97kumwljc8kw,5.000000,4.5625,
BgsH_ceApIJYz-Cr8EKng,5.000000,5.0000,
bKEI1KR-kCL_JPEQXOtEA,3.500000,4.1364,
BKXk2at2D8-ANK4MXwOJw,4.000000,4.0000,
Bl7rgU9x_l-O6nB6cMttA,4.000000,3.6000,
bLEz4K0e1IHYdVbbiEUHw,4.000000,4.0000,
blTQh5Dh1Q_FZruozEvfA,4.500000,4.6250,
bLYfQ30phOC_znU8vyCpg,4.000000,3.4167,
bM4iAhg0-fgDFFC0FipNA,3.000000,2.9655,
BmTlLuabuOD81-_9Q3rvg,3.500000,3.7364,
bNrk2N_fgDTSVgGTWmO2g,3.500000,2.3333,
BQHw828VNrNZ7LtFnFJCA,4.500000,3.7778,
bSXOBQQMFS93NGm5j-VkA,5.000000,4.5000,
Bt99QgCCzmoZbchuDG_ew,5.000000,5.0000,
bVdJy8LzTNRYcSxJt2XNw,5.000000,4.9074,
BWeU3zvaKW8_BlTa_RDNA,3.000000,4.0000,
BZjTBIRsDYoGnSpnxfK5Q,4.500000,5.0000,
b_VjHZmA7-8LVWp6z36VA,3.500000,3.8065,
C-d1zn7vllF2sVu09LvxQ,4.000000,3.5000,
C-eTa4gT0X7Bt8rXTsz1A,2.000000,2.0000,
c-qfgM7OWavhLe1wwSR9Q,5.000000,4.8333,
C4uFGbo6N1UOhf_tqX5tQ,4.500000,4.1250,
c82ZQHqSLPKC1llWHAjGw,4.000000,3.8333,
CAxtEWbiPIJlpbWq4qz2A,3.500000,3.5789,
CdoJhXOWU6tsv4si0fjXA,5.000000,5.0000,
cE2DuD17wxg6etechtuwg,2.500000,3.2500,
cFvpQ9QAaPyEdyvhl_8SQ,5.000000,4.4286,
ci3EPcE8XFOMtp1m-SZdQ,3.500000,3.4815,
CIZh4JOZuOEbSzLVrAIGw,4.500000,4.0000,
cJvjnwm1vM9afMMsPMILQ,5.000000,4.8000,
cKWUXE-16M1R15UOt6sqQ,3.500000,3.2500,
cnpSvl4FAUIWeXuSdJwww,4.500000,4.6364,
cOzkNEQIdF1g_4o4M-uGw,2.500000,2.8889,
CttW3utE_Wo-ZcnyejjHw,3.000000,3.0000,
cVKo1S1B2jAs2Bgy2Lw_Q,3.000000,2.1250,
cy8EpdXs44iT3FR4En0QA,4.000000,3.9804,
CYr479M7Y49UqIPwFcjEg,4.500000,3.3750,
CZ78c-H3tTxpP-uQ09CWw,4.500000,4.6667,
CzGslHoF5m36iSFMcw_Fw,4.000000,3.9643,
czvRRDB6tTlo6HUzBTMwg,3.500000,2.5000,
d-FDLcecSDeYVBgyJ1gmQ,3.500000,3.5000,
D1hveyCgKKdTSczvU0IRA,3.500000,4.5000,
d1I0dwtCg1IIjnI3DZ38Q,3.500000,3.2857,
d2k8qkoZINM2vDsiMthkw,1.500000,1.0000,
D3HHOghCMTcO968XB770w,2.500000,2.6000,
d9dIhMohm12hEGlNSFADw,4.000000,4.2391,
Dei0CYdW8vSRhiMzaaPKw,3.000000,2.2813,
dg6piX_oJdUMTGgdYP2JQ,5.000000,4.7333,
DGbZCnfEiHUy-ksKeJ72Q,3.500000,3.6522,
DgcMdW6wc3UAu2c0tJFfg,2.500000,1.0000,
dlVtdzpjjc4o-OJ4S6xtg,5.000000,5.0000,
DN-LdQAmhtwbqZqVgFyQQ,3.000000,2.7692,
dOhouYkZyKQnV45tJ7tKQ,2.500000,3.0000,
DqQ14c-r67N2ztqWGraUg,3.500000,3.6000,
DRpMxRhHEKf5awoVpROkQ,3.000000,3.2222,
DUcJU9z96v4jI3aLtM8ug,4.500000,4.0000,
dUolJA12Sfe_VycrNJDkA,3.500000,2.7143,
DuZnO0oM7uKrRrWX1P60w,3.500000,3.3333,
DvjPCwpGwTydjH79gSUmA,4.000000,4.0000,
dy88UgxJPIAkgVPkoNU-w,3.000000,3.5000,
dz2h55a0SdnBJEXQm9CAQ,4.500000,4.4000,
E6NMzhMX4YScGCNwbycPg,5.000000,5.0000,
E6XYf1ce1NCtV3QQI-3xA,3.500000,3.4026,
eAjKLDDxF4y4vDHYWiSvw,3.500000,4.0000,
EctXOb3B7T177jGYUhjVA,4.000000,3.7884,
ECyzH2a4YDOYGj3AN54Nw,3.000000,3.6667,
EdqAA9sqyH_MJ9ttG6Wpw,5.000000,5.0000,
eE4PAWu5FBRnAvbIMzWqg,2.000000,2.0000,
eEZHb5r8ZIzFfZAtekg1Q,3.000000,3.0938,
Eg63HFPmh89Rl3Rhxixzg,5.000000,4.9667,
eGTRXRUBYnypv8Jk08nKA,4.000000,3.6296,
eim7j3MfRWxhatv-udhYw,4.500000,4.4000,
ejhUkPSBQKkEwxnnTzAJA,4.000000,4.2000,
ekcrLtQZJKmWd68US42tg,4.500000,4.3636,
emV6rR4WLpaYmesN1uJxw,5.000000,5.0000,
ENs4qUYRpdzbmYoQ-ikzQ,4.000000,4.0882,
EOZn5fbMKUo_3QEDFfedQ,3.500000,4.0000,
EP91N826V1U_tXVDGb__w,1.000000,1.0000,
EQhfCfuLM4NvR8emDJ8Tg,5.000000,4.8947,
ERMB7X_XZvr-XPK32ii4g,3.500000,3.8601,
EUA3cpfONgL9nwkmD4p-w,4.000000,4.3333,
ev01HlCKf7CYsh8ZXG_7w,3.500000,3.0000,
F1ktE7JM6vpIoF16CAyjQ,4.000000,4.0000,
F3sTUxyHpSwWeMiV0RaPQ,4.500000,4.3704,
F47dphMenjwDlBBMrjt0Q,1.500000,1.4000,
f4nL7Td0jOKbRvi9mThqA,3.500000,3.8333,
f5EhKQb7jPtDl1eYDwV0w,3.500000,2.3750,
f5sW6AiK4fqIc0BeNH2rA,1.000000,3.3636,
f5xy4PY0DV-9FyIM6-M6A,2.500000,3.1429,
F73cFsqqDFrcCE5VnjHZQ,4.000000,3.8889,
f7DAEshJrKyOkHJhNPQ3g,4.500000,4.3810,
F9-dpfu6eVuS7HGs1ptsQ,3.000000,2.5385,
F9nCiqloB14h_eL3N-pMw,5.000000,5.0000,
fA9y44FrK8nTRxjyntfTw,4.000000,4.4286,
faFgbyQda_BGIEpR1LJ8A,5.000000,5.0000,
fAyUiP1o0hAodEhGdziyw,3.500000,3.8039,
FCQ6tpsdpbeEJX8R_-tQQ,4.500000,4.4279,
FeD35vhiIp_4mSNMtxvTQ,2.000000,2.0000,
fF3AMskpWT972Rg_zYC7A,5.000000,5.0000,
FFd11oo1Q9uGc-UJfcHZQ,2.500000,2.6667,
ffo-JFhFj2kR6kZL4qYhg,4.000000,4.1118,
fgp41smAIXPBzmWzpY1aQ,4.000000,4.2000,
fIGHIUdHX-T_ZGh2IQz4Q,2.000000,1.9333,
FJNfegRnYLppW3RkhKEsw,4.500000,4.6667,
FK47t3X0ctRNSSmZeFFQA,4.500000,4.3864,
FknImM3ehQDq2yVCCjnGQ,3.500000,3.2500,
FKUPnU2aymRz9EjW6tCZQ,4.000000,4.2000,
flBRdUY-Nu42fKHC0GxBg,3.500000,3.6190,
Fm9tt4Y9SxvptHWk3p6dQ,3.500000,3.3333,
fMTngmHp9th6dpA_bvM5g,3.000000,2.9474,
fo0atPmBJVRVChm49DWAg,5.000000,5.0000,
Fon7DB0CF2M3clXfR9ROw,4.000000,4.0000,
fpBB1Oa7fVi7liNUd8qow,4.000000,3.6364,
fqTR071iX8BUvnr9nGD5g,4.000000,4.0000,
fQ_iOKl9wIYwQtkwc7JJQ,4.000000,3.7778,
fsCfTYEnJ4s6yStgBnQig,4.000000,3.8095,
FsPOT4YgF1yY13qMG0xZQ,5.000000,5.0000,
ftQeUsqwDkExRg6IYrubQ,4.500000,4.3443,
FTT107VGsLs6MzvK1GY2Q,3.500000,3.6667,
fuY5dHBJsYQN3T9CEBKmw,4.500000,4.5000,
Fv9yPpyBd2Ophih6b2mTw,4.000000,3.9167,
Fw9yVzf-G5Awk3pZI_HNQ,3.500000,3.7647,
Fwt0yM17CvpDv12ld6mmw,2.500000,3.0000,
fyBn3AEb5zFgBJoWcX34Q,4.500000,4.3333,
fy_-sDVY_OMjXZoeh_aeQ,4.000000,4.5000,
FZJWzoQh1-VyvJAFBoI4w,3.000000,3.0000,
F_j9WPbAqnp3hi00Ud1Rw,4.500000,4.5000,
g0zVR9LswlUud9m1eFuUQ,4.500000,4.4714,
g3qShigmI2Ew70RxgUr-Q,4.500000,4.4737,
G4Hvq3gUYJRQhGTGRXbCw,1.500000,1.4860,
G512P1yvA-P_EOm5kptSw,3.500000,3.3947,
g5leVOzKA33Ruabe2Zo9w,3.000000,3.1333,
G9mzl-6Tj_3P7Hho3xAkA,4.000000,3.7222,
gefwOTDqW9HWGDvWBPSMQ,3.500000,3.5381,
GF267VCCEZ7es8pnKxRoA,2.000000,1.9167,
GfF38wZLZreAgwhHLQXjQ,3.500000,3.5319,
Gfj1gA0Ir07zToO-4fBpw,5.000000,4.7188,
GgaBym7a-WLjR5I0gV8NA,2.500000,2.6667,
gHhy1lsfq48CzItiH7XXA,3.000000,3.0500,
gIVoMNqvKWcBpQkpg-10w,4.500000,4.2857,
gJghtHqTCCuLsvLGXaoPg,4.000000,4.1667,
gM0FfOfNLCiOYNDAODppQ,5.000000,5.0000,
gn0L4HeB2GCbA4VINemig,5.000000,4.3333,
GPiLRLH0MWH6Pjs0WDglg,3.500000,3.1778,
GR4Dvxhx6ddaDiUICOSFQ,4.000000,3.8833,
gRvzDO2qEAXGUFxP2zLEw,3.500000,2.0000,
gs5KEyNSERuoG61oPEQrQ,2.500000,2.7000,
Gse8l_ec33gkWgotCLsew,3.500000,3.7500,
GUiUWc82NuuLw2JQNHLhw,4.500000,4.2500,
GYx5GAx_-4XEsn7mFwdkA,2.500000,2.7719,
GZsHVDlI6wvLsgD1Yaj0g,4.000000,4.0406,
h-q6zTIdPlkz9BDP11sBg,4.000000,4.1620,
h1WpfgqAmJcJDqyXXJ2og,4.000000,3.9400,
h46lMwL-VfUi40kqX4GaA,2.500000,2.8750,
h5As1nN-vnex80pwAQmpg,5.000000,4.6000,
h9LochyBgKpsLwNXfTiOw,3.000000,3.1667,
HADyd0_rgt7PzZ-HWHTiQ,3.000000,2.5714,
hc4WcTwfKsrCvfU7Yq76g,3.500000,3.1944,
hI4yViTCj2xtTS6AID8IQ,3.000000,2.7333,
HK-Lh9UIHjCnKAAePr7GQ,4.000000,4.3571,
HK7dIj7Eyx0JsfDzgbFKw,3.500000,3.2000,
HnNSLlmNbesJ7NF5CmgFg,2.000000,2.0000,
hpTs7oyN5Ox9kkQ6Fl4Vw,4.000000,4.0000,
hQ8iZygzi0iiTFUkHgiEA,3.500000,3.6176,
hR0gDq8FD2DJI6eJX7U1A,3.500000,3.6364,
hrcpIAhCJ8DV9SxNLmHxg,4.500000,4.3000,
HSVYFf0h868QQnLMHZWNw,4.000000,3.5556,
Htk4R0MqzRxlG1NFQWYjw,5.000000,4.5714,
hWBlyI2k95yjU-cgwCKJg,4.500000,4.4954,
hWSt4JO2zT7zd7QzLZY9Q,4.500000,4.2500,
HXchurCMn63IUz46mQ1yg,4.500000,4.2500,
HYqXOC9BYXHrFW5PPefJQ,1.500000,2.3333,
hyRIQfgdwhPdNw8PTWMYw,3.500000,3.4000,
hz2-OaJg9KZXB3UN6Z0aw,3.000000,3.4286,
hZgSHxGT7mFRoNhHEIuFQ,4.000000,4.1194,
hzkQ8YIkExQse3vX0HOcg,3.000000,3.1429,
h_2Mlhok4OGMLjPvtGgAQ,4.500000,4.0000,
i-MDrKiW2ImO13xTa9zjQ,5.000000,5.0000,
I-UTl6NN6FJOJCcyei0wA,3.000000,3.6667,
I2-9X1hbqTUH3XwvPMJjA,3.000000,2.9259,
I3Cu9rLQXtL5us5wdy8tA,2.500000,2.6667,
I8JegdD-4huAo3z0A_ZhA,3.500000,3.4839,
I9wThfFWlUwdXWu6UQo7g,4.500000,4.5714,
ibQywC1gy8_NdcDIKh9GQ,3.500000,3.8571,
IEBe1UpCz8-dTAp8_fClw,2.500000,2.2500,
iErUyidzk-c02Od6GDG2w,5.000000,5.0000,
iGegnCdHR1IWw4D_240_Q,3.500000,3.8000,
IGtjjf8lF9PpeF9S-9Lnw,2.000000,2.0000,
iHTxDPGx2WjKVETG8MEHQ,2.500000,1.8182,
IiE_sauEYO6vTo763s7iw,3.500000,2.8000,
ijqzP5H4UCk2CEa6RRKQA,4.500000,4.0000,
iJZ-PEnOw2oVUBFfg5wJw,3.500000,3.2500,
ILeXEbL98YCJ6Me82O7Rg,2.500000,2.7273,
IM6Y4Z2pZ21xvZl1mHUSA,3.500000,3.6667,
INZ6z5X6RrHdGhk4WoYtg,4.000000,3.8082,
IptYYZVDxgJgDB_eHJo1A,2.000000,2.3333,
IpX9jcMdSaf4HEsYWtDhA,4.000000,4.8333,
IpYERO_XHBIaVaWGdmPEg,2.500000,2.6667,
iR3xWy3JK_JEhnGWQj9zg,3.000000,3.3947,
iS0wBLgK2Mi8cTtjdHBVQ,5.000000,5.0000,
ITQFFUePZYEH8Rjd8J9_Q,4.000000,4.0000,
iVcmhjfq79QoTWzrb6pKg,4.500000,4.3016,
IXOxqxVWVSKTEFQEXq9cg,4.000000,3.9375,
iyXLstr5tP_oPdxDQjKHg,2.500000,2.4000,
IzkHKp_CT972XISZJiuVQ,3.500000,3.6176,
J-kQpDGIkX_1XHfi0HG2g,4.500000,4.5000,
J0jhpG0rv4saq9OMh8gXw,4.500000,4.5000,
j3BF7gOIi-1tAHoFA3WIw,5.000000,4.8421,
